"id","playerid","role","name","team","year","s1","s2","s3","s4","s5","s6","s7","s8","s9","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","ballsum","ballnoswing","strikesum","strikenoswing","strikeeirswing","plateappearance","hit","single","twobase","threebase","homerun","walk","hitbypitch","strikeout","doubleplay","atbats","sacrificeflight","allbunt","okbunt","allstolenbase","stolenbase"
"360","1500047","playerB","重信 慎之介","巨人","2021","0.500","0.286","0.000","0.273","0.500","0.308","0.000","0.111","0.286","---","---","0.000","0.000","---","---","---","---","0.000","---","0.000","---","0.000","0.000","0.000","---","143","104","168","43","17","86","17","13","2","0","2","7","0","26","0","78","0","1","1","8","6"
"371","1300031","playerB","平良 拳太郎","DeNA","2021","---","---","---","0.000","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","6","5","10","3","0","3","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0"
"382","1500049","playerB","宇佐見 真吾","日本ハム","2021","0.000","0.000","0.000","0.000","0.200","0.000","0.500","0.000","0.250","---","---","---","0.000","0.000","---","0.000","---","0.000","---","---","---","---","1.000","0.250","0.000","109","76","119","34","12","57","5","4","0","0","1","8","1","16","2","43","0","5","5","0","0"
"388","1600059","playerB","吉川 尚輝","巨人","2021","0.333","0.250","0.125","0.222","0.425","0.308","0.450","0.368","0.282","---","---","0.000","0.000","---","0.000","---","0.000","0.000","0.000","0.000","---","0.000","0.154","0.000","0.000","572","412","704","170","69","329","83","64","13","1","5","17","2","48","4","305","2","3","3","7","7"
"399","600037","playerB","陽 岱鋼","巨人","2021","---","---","---","0.250","0.000","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","12","11","17","4","5","7","1","1","0","0","0","0","0","2","0","7","0","0","0","0","0"
"408","1100096","playerB","石川 慎吾","巨人","2021","0.200","0.000","0.000","0.000","0.250","1.000","0.333","0.333","0.167","0.000","---","---","---","---","---","---","0.000","---","---","---","0.000","0.000","0.000","0.000","0.000","75","57","94","27","6","41","7","5","2","0","0","4","0","8","1","37","0","0","0","1","0"
"418","600008","playerB","山口 俊","巨人","2021","0.000","---","0.000","0.000","0.000","0.000","0.000","0.000","---","---","---","0.000","---","---","---","---","---","---","0.000","---","---","0.000","0.000","---","---","38","26","54","21","10","23","0","0","0","0","0","1","0","14","3","22","0","3","0","0","0"
"429","1600060","playerB","畠 世周","巨人","2021","---","0.000","---","---","0.000","0.000","---","0.000","0.000","---","---","---","---","---","---","---","---","0.000","---","0.000","---","---","0.000","---","---","26","15","38","8","5","14","0","0","0","0","0","0","0","12","0","14","0","0","0","0","0"
"434","1700044","playerB","大城 卓三","巨人","2021","0.222","0.350","0.077","0.278","0.310","0.292","0.278","0.268","0.216","0.000","0.500","0.286","0.400","0.000","0.000","0.333","0.000","0.143","0.000","0.000","0.000","0.000","0.000","0.000","0.250","745","549","841","214","74","386","80","57","12","0","11","33","2","80","11","347","1","4","3","0","0"
"442","1700046","playerB","田中 俊太","DeNA","2021","0.000","0.500","0.000","0.000","0.250","0.000","---","0.250","0.286","---","0.000","0.000","---","---","---","---","---","0.000","---","---","---","---","---","0.000","---","110","98","132","50","10","60","7","7","0","0","0","7","0","16","0","48","2","3","3","1","0"
"448","1300028","playerB","和田 恋","楽天","2021","---","---","0.000","1.000","---","---","---","0.000","---","---","---","---","---","---","---","---","1.000","---","---","---","0.000","0.000","---","0.000","---","18","9","18","2","3","9","2","2","0","0","0","1","0","4","0","8","0","0","0","0","0"
"453","1700047","playerB","若林 晃弘","巨人","2021","0.000","0.250","0.200","0.263","0.444","0.214","0.267","0.429","0.143","---","0.000","0.000","0.333","---","0.000","1.000","---","0.333","---","0.000","0.000","0.000","0.200","0.000","0.000","482","356","505","146","52","242","51","35","11","0","5","22","2","46","1","213","2","4","3","4","1"
"458","1700045","playerB","北村 拓己","巨人","2021","0.400","0.111","0.333","0.444","0.545","0.200","0.333","0.125","0.250","---","0.000","0.000","0.000","---","---","0.000","0.000","---","0.000","---","0.000","0.000","---","0.000","0.000","203","158","227","66","26","103","23","16","3","0","4","8","1","28","4","92","0","2","2","1","1"
"461","1400107","playerB","田中 貴也","楽天","2021","0.000","0.000","0.000","0.000","0.250","0.200","1.000","0.500","0.000","---","---","0.000","1.000","---","---","---","---","0.000","---","---","---","---","0.000","0.500","0.000","69","45","79","29","9","43","10","6","2","0","2","3","0","9","0","38","0","3","2","0","0"
"471","900055","playerB","野上 亮磨","巨人","2021","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","3","1","6","3","0","2","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0"
"475","1700002","playerB","メルセデス","巨人","2021","---","0.000","0.000","0.000","0.000","0.250","---","0.000","0.000","---","---","---","0.000","---","---","---","---","0.000","---","---","---","0.000","---","0.000","0.000","31","19","71","18","8","28","2","2","0","0","0","0","0","14","0","25","0","3","3","0","0"
"490","800043","playerB","丸 佳浩","巨人","2021","0.318","0.343","0.280","0.321","0.391","0.242","0.273","0.345","0.212","---","0.000","0.000","0.000","0.000","0.000","0.000","---","0.000","0.000","0.000","0.000","0.167","0.118","0.000","0.000","980","825","999","254","168","457","104","60","21","0","23","63","0","120","5","392","2","0","0","8","5"
"501","600026","playerB","炭谷 銀仁朗","楽天","2021","0.385","0.286","0.000","0.348","0.091","0.250","0.100","0.231","0.250","---","0.167","0.000","0.000","---","0.143","---","0.000","---","0.000","---","0.000","0.167","0.000","1.000","---","309","223","365","80","43","178","32","25","3","0","4","11","1","41","3","153","2","13","11","1","0"
"507","1500054","playerB","増田 大輝","巨人","2021","0.000","0.250","---","---","0.500","---","0.000","0.000","0.333","---","0.000","---","---","---","---","0.000","---","---","---","---","---","0.000","0.000","---","---","45","36","56","16","5","25","3","1","1","0","1","2","0","6","0","22","0","1","1","12","8"
"517","12000","playerB","中島 宏之","巨人","2021","0.286","0.455","0.250","0.375","0.333","0.348","0.214","0.400","0.385","0.000","---","0.000","0.000","---","0.000","---","0.000","0.000","0.000","---","0.000","0.000","0.125","0.000","0.000","352","251","440","111","37","195","49","33","10","0","6","9","3","35","9","181","1","1","1","0","0"
"521","1700043","playerB","岸田 行倫","巨人","2021","0.000","0.000","0.000","1.000","0.200","0.000","0.000","0.000","0.000","---","---","0.000","0.000","---","---","---","---","---","---","---","---","0.000","---","---","---","56","38","68","13","10","24","4","3","0","1","0","2","0","8","0","22","0","1","0","0","0"
"527","1800023","playerB","髙橋 優貴","巨人","2021","0.000","0.000","0.200","0.000","0.000","0.000","0.000","0.000","0.000","---","0.333","---","---","---","---","---","---","0.000","---","0.000","---","0.000","0.000","0.000","---","72","46","112","43","19","49","2","1","1","0","0","1","0","30","0","46","0","2","2","0","0"
"530","1800028","playerB","戸郷 翔征","巨人","2021","0.000","0.000","0.000","0.333","0.250","0.000","0.000","1.000","0.000","---","0.000","---","---","---","---","---","0.000","---","0.000","---","0.000","0.000","---","---","0.000","77","48","106","32","13","53","5","5","0","0","0","2","0","20","2","43","0","11","8","0","0"
"538","1600064","playerB","大江 竜聖","巨人","2021","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","0","2","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"542","1600070","playerB","松原 聖弥","巨人","2021","0.318","0.313","0.364","0.333","0.388","0.192","0.200","0.294","0.273","---","0.333","0.250","0.000","---","0.000","0.000","---","0.333","0.000","0.000","0.000","0.167","0.273","0.143","0.000","878","691","1058","336","91","477","118","82","20","4","12","38","2","100","4","431","3","5","3","20","15"
"550","1500015","playerB","ウィーラー","巨人","2021","0.519","0.290","0.118","0.280","0.511","0.233","0.156","0.438","0.333","---","0.500","0.000","0.000","---","0.143","1.000","0.000","0.000","0.000","---","0.200","0.143","0.143","0.000","0.000","825","650","928","280","74","427","111","68","28","0","15","34","8","78","16","384","1","0","0","4","3"
"553","1900131","playerB","ウレーニャ","巨人","2021","---","0.000","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","0.000","---","---","10","8","9","1","3","5","0","0","0","0","0","0","0","3","0","5","0","0","0","0","0"
"558","1400192","playerB","香月 一也","巨人","2021","0.000","0.500","0.000","0.000","0.000","0.286","0.000","0.429","0.286","---","0.000","0.000","0.000","---","---","0.000","---","---","---","1.000","0.000","0.000","0.000","0.000","---","121","91","129","30","12","67","12","6","3","0","3","4","2","12","2","59","0","2","2","0","0"
"560","1700049","playerB","湯浅 大","巨人","2021","---","1.000","---","0.000","0.750","---","1.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","20","15","27","7","2","13","5","4","1","0","0","0","0","1","0","13","0","0","0","2","1"
"562","1900143","playerB","サンチェス","巨人","2021","0.000","0.000","---","0.000","0.000","---","0.000","0.000","---","---","0.000","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","0.000","27","12","40","16","7","21","0","0","0","0","0","0","0","9","0","19","0","3","2","0","0"
"564","1800025","playerB","直江 大輔","巨人","2021","---","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","1","0","4","1","0","2","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0"
"565","1800026","playerB","横川 凱","巨人","2021","---","---","---","---","---","---","---","1.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"580","700027","playerB","梶谷 隆幸","巨人","2021","0.083","0.393","0.308","0.333","0.423","0.324","0.333","0.261","0.212","---","0.000","0.000","0.000","---","0.000","0.000","1.000","---","---","0.000","---","0.000","0.286","0.167","0.000","438","349","544","157","38","246","64","49","10","1","4","15","3","40","2","227","1","0","0","19","11"
"587","1500041","playerB","廣岡 大志","巨人","2021","0.286","0.500","0.167","0.267","0.250","0.182","0.071","0.375","0.000","---","0.250","0.000","0.000","---","---","0.000","0.000","0.000","---","0.000","0.000","0.000","0.000","---","---","209","157","253","67","38","117","20","11","2","2","5","7","3","25","2","106","1","1","0","3","2"
"590","1400146","playerB","八百板 卓丸","巨人","2021","---","---","0.000","---","1.000","0.000","---","---","0.000","---","0.000","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","12","8","22","4","2","12","2","2","0","0","0","0","0","4","1","12","0","0","0","0","0"
"591","1961092","playerB","ハイネマン","巨人","2021","---","1.000","0.000","0.000","0.250","0.000","0.143","0.000","0.333","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","53","34","63","13","8","28","4","3","1","0","0","1","2","6","1","25","0","0","0","0","0"
"601","800054","playerB","中田 翔","巨人","2021","0.286","0.318","0.125","0.304","0.143","0.059","0.300","0.238","0.000","---","0.000","0.000","0.000","---","---","---","0.500","0.000","0.250","---","0.167","0.077","0.067","0.000","---","537","390","559","126","64","256","40","26","7","0","7","28","2","60","7","226","0","0","0","0","0"
"603","2000009","playerB","秋広 優人","巨人","2021","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"613","1200050","playerB","井納 翔一","巨人","2021","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","2","3","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"614","2000005","playerB","平内 龍太","巨人","2021","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"624","1600001","playerB","オコエ 瑠偉","楽天","2021","0.500","0.250","0.500","0.143","0.429","0.000","0.167","0.286","0.200","---","0.000","---","---","---","0.333","0.000","0.333","---","0.333","---","0.000","0.333","0.000","0.000","0.000","222","157","221","67","15","110","21","20","1","0","0","8","1","21","1","94","0","7","7","3","3"
"637","600084","playerB","松田 宣浩","ソフトバンク","2021","0.241","0.281","0.455","0.226","0.289","0.160","0.263","0.371","0.294","---","0.500","0.000","0.000","---","0.250","0.000","0.143","0.000","0.000","---","0.000","0.167","0.125","0.000","---","625","465","706","143","61","390","83","53","13","3","14","27","2","67","10","354","4","4","3","5","5"
"664","600011","playerB","川端 慎吾","ヤクルト","2021","0.400","0.333","0.429","0.250","0.500","0.400","0.444","0.333","0.300","---","1.000","0.333","1.000","0.000","---","---","---","0.000","---","0.000","0.000","0.500","0.000","0.000","---","167","126","181","48","15","93","32","25","5","1","1","7","0","16","2","86","0","0","0","0","0"
"696","20127","playerB","雄平","ヤクルト","2021","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","5","4","6","0","1","2","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0"
"747","900044","playerB","中村 悠平","ヤクルト","2021","0.389","0.282","0.278","0.233","0.265","0.303","0.238","0.375","0.250","---","0.500","0.286","0.000","---","---","---","0.250","0.000","0.000","0.000","---","0.222","0.200","0.200","---","767","658","946","315","61","445","105","79","24","0","2","46","4","66","10","377","4","15","14","3","0"
"758","1000132","playerB","山田 哲人","ヤクルト","2021","0.278","0.306","0.351","0.219","0.318","0.486","0.239","0.372","0.227","---","0.000","0.000","0.000","0.000","0.000","0.500","0.250","0.000","0.100","0.000","0.000","0.235","0.143","0.167","0.000","1195","982","1269","467","99","581","134","82","18","0","34","76","5","100","10","493","7","0","0","6","4"
"785","900417","playerB","荒木 貴裕","ヤクルト","2021","0.500","0.000","0.000","0.500","0.600","0.111","0.000","0.200","0.000","---","0.000","---","---","---","---","---","---","---","0.000","---","---","0.000","0.000","0.000","---","113","84","128","34","12","67","11","11","0","0","0","4","1","9","0","55","1","7","6","3","2"
"809","12113","playerB","石川 雅規","ヤクルト","2021","0.500","0.000","---","---","0.000","---","0.000","0.000","0.333","---","---","0.000","---","---","0.000","---","0.000","---","---","---","---","1.000","0.000","---","1.000","35","19","55","24","4","25","4","4","0","0","0","1","0","5","0","18","0","8","6","0","0"
"858","600057","playerB","川島 慶三","ソフトバンク","2021","0.250","0.500","0.250","0.167","0.100","0.444","0.400","0.182","0.000","---","0.000","0.250","---","---","---","1.000","0.000","0.000","---","---","0.000","0.200","0.000","0.000","---","241","190","294","125","18","123","26","17","6","1","2","11","0","31","0","109","1","3","2","0","0"
"867","1200080","playerB","谷内 亮太","日本ハム","2021","0.000","0.000","---","0.167","0.250","0.333","0.250","0.143","0.000","---","1.000","1.000","0.000","---","---","---","---","---","---","---","---","---","0.000","---","---","78","65","102","36","4","44","7","7","0","0","0","3","0","5","1","39","1","2","1","0","0"
"877","1000134","playerB","西田 明央","ヤクルト","2021","0.000","---","0.000","1.000","1.000","0.000","0.000","---","0.000","---","---","---","0.000","---","---","---","---","---","---","0.000","---","---","0.000","---","---","25","19","41","7","7","19","2","2","0","0","0","1","0","4","0","18","0","0","0","0","0"
"889","1200076","playerB","小川 泰弘","ヤクルト","2021","0.143","0.500","0.000","0.000","0.000","0.000","0.200","0.000","0.000","---","---","---","---","---","---","---","---","---","0.333","---","---","---","1.000","0.000","---","68","54","99","45","16","41","5","5","0","0","0","3","0","19","0","35","0","6","3","0","0"
"919","1300095","playerB","西浦 直亨","ヤクルト","2021","0.231","0.308","0.167","0.297","0.130","0.200","0.276","0.348","0.227","---","0.000","0.250","0.000","0.000","---","---","0.250","0.000","0.167","---","0.000","0.000","0.000","0.000","---","519","376","583","166","70","276","54","40","9","0","5","24","3","60","8","242","3","6","4","2","1"
"973","20199","playerB","坂口 智隆","ヤクルト","2021","0.000","0.000","0.333","0.333","0.500","0.000","0.000","0.286","0.500","---","0.000","---","1.000","---","---","---","---","---","---","0.000","---","0.000","---","0.000","---","99","71","119","37","13","57","8","7","1","0","0","4","2","12","0","50","0","1","1","3","0"
"987","1500044","playerB","山崎 晃大朗","ヤクルト","2021","0.333","0.333","0.231","0.200","0.227","0.414","0.200","0.261","0.270","---","0.000","---","0.000","0.000","0.000","0.000","---","0.000","---","0.000","---","0.167","0.111","0.000","---","480","370","578","164","62","245","53","39","10","3","1","19","1","53","0","215","0","10","10","10","8"
"993","1300030","playerB","奥村 展征","ヤクルト","2021","---","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.333","---","---","---","---","0.000","---","---","---","---","---","---","---","0.000","0.000","0.000","0.000","42","28","58","13","9","21","1","1","0","0","0","1","0","5","1","20","0","1","0","0","0"
"1003","1500040","playerB","原 樹理","ヤクルト","2021","0.000","0.000","---","0.500","0.000","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","0.000","0.000","0.000","---","---","26","10","29","12","4","15","2","0","2","0","0","0","1","7","0","13","0","1","1","0","0"
"1020","1500045","playerB","渡邉 大樹","ヤクルト","2021","0.000","0.200","1.000","0.400","---","---","0.000","0.000","0.500","---","---","0.000","0.000","---","---","---","0.000","0.000","---","---","0.000","0.000","0.000","0.000","---","51","26","74","5","10","42","6","4","2","0","0","1","1","9","1","35","0","5","5","6","5"
"1037","400021","playerB","青木 宣親","ヤクルト","2021","0.167","0.324","0.270","0.263","0.273","0.370","0.095","0.227","0.245","---","0.250","0.167","0.000","---","---","0.667","0.000","0.143","0.000","0.286","0.000","0.000","0.125","0.167","0.000","891","688","1045","330","48","501","115","77","29","0","9","43","10","44","10","446","2","0","0","0","0"
"4261","1400202","playerB","小田 裕也","オリックス","2021","---","0.000","---","0.000","0.000","0.000","0.000","0.500","---","---","---","---","---","---","---","---","---","0.000","---","---","---","0.000","---","0.000","---","28","21","37","8","7","18","1","1","0","0","0","1","1","4","0","15","0","1","1","7","5"
"4269","1400201","playerB","西野 真弘","オリックス","2021","0.000","0.000","0.000","0.250","0.333","0.200","0.000","0.250","0.250","---","---","0.000","---","---","---","---","---","---","---","---","---","0.000","---","0.000","---","78","64","97","33","3","42","6","6","0","0","0","1","0","6","0","41","0","0","0","0","0"
"4278","1300109","playerB","若月 健矢","オリックス","2021","0.455","0.357","0.000","0.000","0.357","0.214","0.167","0.111","0.000","0.000","1.000","0.500","0.000","---","0.000","0.000","0.250","---","---","---","---","0.000","0.000","0.000","0.000","232","175","285","87","24","140","25","16","4","0","5","11","2","27","2","117","1","10","9","1","1"
"4289","1500126","playerB","吉田 正尚","オリックス","2021","0.292","0.241","0.438","0.324","0.476","0.373","0.474","0.361","0.300","0.000","0.000","0.455","0.000","---","---","0.333","1.000","0.111","---","0.000","0.000","0.167","0.222","0.286","---","789","647","873","362","32","455","132","88","22","1","21","58","5","26","9","389","3","0","0","0","0"
"4298","1500128","playerB","大城 滉二","オリックス","2021","0.000","0.200","0.667","0.182","0.000","0.000","0.250","0.333","0.167","---","0.000","0.000","0.000","---","---","0.000","---","---","0.000","---","---","0.000","0.500","---","---","130","91","158","51","9","71","11","8","3","0","0","3","2","14","2","61","0","5","5","1","1"
"4311","1400196","playerB","宗 佑磨","オリックス","2021","0.185","0.366","0.270","0.514","0.326","0.309","0.368","0.140","0.321","---","0.000","0.000","0.000","---","0.000","0.000","0.500","0.200","0.500","0.000","0.000","0.000","0.000","0.167","0.000","891","687","1134","339","61","543","131","98","17","7","9","33","13","62","15","481","2","18","14","12","8"
"4318","1500135","playerB","杉本 裕太郎","オリックス","2021","0.444","0.538","0.344","0.309","0.526","0.333","0.261","0.375","0.211","---","0.400","0.286","0.000","0.000","0.000","0.333","0.200","1.000","0.000","0.000","0.000","0.095","0.000","0.200","0.000","1105","779","1094","256","132","542","144","90","20","2","32","51","10","116","15","478","3","0","0","6","3"
"4335","1600150","playerB","山岡 泰輔","オリックス","2021","---","---","---","---","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","6","3","11","4","3","4","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0"
"4340","1600153","playerB","山本 由伸","オリックス","2021","---","---","---","0.000","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","5","1","11","2","0","3","0","0","0","0","0","0","0","2","0","3","0","0","0","0","0"
"4345","1700111","playerB","福田 周平","オリックス","2021","0.313","0.357","0.250","0.235","0.466","0.200","0.238","0.217","0.326","---","0.000","0.250","0.000","---","---","0.000","---","0.500","0.000","1.000","0.000","0.250","0.118","0.333","0.000","839","710","1113","437","30","471","112","96","14","1","1","43","8","52","6","408","2","11","10","9","9"
"4350","1700113","playerB","西村 凌","オリックス","2021","0.000","0.000","0.000","0.143","0.333","0.000","0.000","0.333","0.333","---","---","0.500","1.000","---","---","---","1.000","---","0.000","0.000","---","0.500","0.000","---","---","66","52","97","33","4","45","9","7","2","0","0","3","0","6","1","42","0","0","0","0","0"
"4354","1700116","playerB","山足 達也","オリックス","2021","---","0.143","0.000","0.000","0.333","0.333","0.333","0.000","1.000","---","---","---","1.000","---","---","---","---","---","---","---","---","---","0.250","---","---","69","52","89","26","3","39","9","9","0","0","0","4","0","5","0","33","0","3","2","0","0"
"4361","1400197","playerB","佐野 皓大","オリックス","2021","0.143","0.222","0.000","0.286","0.200","0.250","0.000","0.000","0.083","---","0.000","0.500","0.000","0.000","---","0.000","0.000","---","0.000","0.000","---","0.000","0.167","0.000","---","160","112","199","66","29","87","12","8","2","1","1","1","1","26","0","82","0","3","3","10","8"
"4366","1700109","playerB","田嶋 大樹","オリックス","2021","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","4","4","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4370","1800104","playerB","中川 圭太","オリックス","2021","0.267","0.333","0.286","0.286","0.304","0.059","0.143","0.250","0.000","---","0.000","0.167","---","---","---","0.000","---","---","---","---","---","0.100","0.143","---","---","280","217","357","136","18","169","33","28","3","1","1","8","2","23","4","156","0","4","3","1","1"
"4374","1800102","playerB","宜保 翔","オリックス","2021","0.000","0.500","0.000","0.000","1.000","0.200","0.000","0.000","0.000","---","---","0.000","0.000","---","---","---","---","---","---","---","---","---","0.000","---","---","35","24","57","12","5","28","4","2","2","0","0","1","1","7","1","25","0","1","1","0","0"
"4379","1800099","playerB","頓宮 裕真","オリックス","2021","0.182","0.250","0.000","0.333","0.364","0.125","0.083","0.500","0.500","---","0.000","0.000","0.000","---","---","---","1.000","---","0.000","---","---","0.000","0.500","0.000","---","278","196","278","69","51","125","26","17","4","0","5","8","3","41","0","112","1","1","1","0","0"
"4383","1800098","playerB","太田 椋","オリックス","2021","0.308","0.278","0.167","0.150","0.143","0.100","0.176","0.267","0.333","---","0.000","0.200","0.000","---","---","---","0.000","---","0.000","---","0.000","0.000","0.000","0.000","---","262","179","320","69","43","159","26","21","2","0","3","4","0","44","3","151","0","6","4","1","1"
"4386","1600159","playerB","張 奕","オリックス","2021","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","---","2","1","3","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4388","600424","playerB","ジョーンズ","オリックス","2021","0.182","0.200","0.250","0.120","0.636","0.200","0.412","0.333","0.444","---","0.000","0.000","0.000","---","0.000","---","1.000","---","0.000","---","0.000","0.000","0.000","0.000","---","361","262","325","72","36","180","36","28","4","0","4","22","3","35","7","154","1","0","0","0","0"
"4390","1900088","playerB","紅林 弘太郎","オリックス","2021","0.240","0.395","0.313","0.269","0.256","0.206","0.159","0.194","0.471","0.000","0.000","0.286","0.000","0.000","0.000","0.000","0.333","0.000","0.100","0.000","0.000","0.167","0.185","0.250","0.000","809","501","931","224","92","473","102","68","22","2","10","12","3","101","11","448","4","6","6","3","2"
"4395","1900087","playerB","宮城 大弥","オリックス","2021","---","---","0.000","---","---","0.000","1.000","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","0.000","---","---","8","4","15","9","4","6","1","1","0","0","0","0","0","5","0","6","0","0","0","0","0"
"4397","1960274","playerB","ラベロ","オリックス","2021","---","---","---","0.500","0.000","---","0.667","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","11","8","10","3","0","7","3","3","0","0","0","0","0","1","1","7","0","0","0","0","0"
"4398","2000098","playerB","来田 涼斗","オリックス","2021","0.500","0.500","0.000","0.333","0.800","0.091","0.000","0.286","0.000","---","0.000","---","0.000","0.000","---","1.000","---","0.000","---","---","0.000","0.000","0.000","0.000","0.000","137","73","160","36","37","76","15","10","3","0","2","3","1","30","1","71","1","0","0","3","1"
"4400","2000106","playerB","佐野 如一","オリックス","2021","0.000","0.000","0.000","---","0.000","0.000","---","0.000","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","0.000","---","15","9","18","2","6","9","0","0","0","0","0","0","0","5","0","8","0","1","1","0","0"
"4431","400026","playerB","明石 健志","ソフトバンク","2021","0.000","0.500","0.500","0.000","0.500","0.133","0.000","0.250","0.214","---","---","---","0.000","---","---","---","---","---","---","---","---","0.000","0.200","0.000","---","187","151","242","83","19","95","17","15","2","0","0","9","1","18","1","84","1","1","0","1","1"
"4448","1000128","playerB","柳田 悠岐","ソフトバンク","2021","0.304","0.378","0.333","0.130","0.500","0.339","0.348","0.396","0.321","---","0.143","0.222","0.250","---","0.000","0.250","0.000","0.000","1.000","0.250","0.000","0.154","0.143","0.105","0.000","1136","847","1081","210","171","593","155","89","36","2","28","69","6","122","6","516","2","0","0","6","6"
"4468","1000035","playerB","今宮 健太","ソフトバンク","2021","0.160","0.233","0.214","0.245","0.235","0.200","0.162","0.313","0.143","---","0.333","0.000","0.000","---","0.000","0.000","0.000","0.000","0.250","---","0.000","0.267","0.077","0.000","---","707","561","909","274","66","413","78","57","15","2","4","22","1","70","5","365","2","25","23","5","4"
"4479","800081","playerB","中村 晃","ソフトバンク","2021","0.350","0.342","0.211","0.138","0.268","0.324","0.478","0.205","0.145","---","0.333","0.111","0.000","---","0.000","0.000","1.000","0.000","0.000","0.333","0.000","0.000","0.133","0.133","0.000","1134","923","1256","480","45","552","113","83","20","2","8","70","3","59","8","462","6","16","11","2","1"
"4494","700099","playerB","髙谷 裕亮","ソフトバンク","2021","1.000","0.000","1.000","0.000","0.000","0.250","---","0.000","0.333","---","0.000","0.000","---","---","---","---","---","0.000","---","---","---","---","---","---","---","32","24","41","18","2","17","4","4","0","0","0","0","0","1","0","17","0","0","0","0","0"
"4522","1000175","playerB","牧原 大成","ソフトバンク","2021","0.250","0.421","0.200","0.278","0.476","0.300","0.222","0.524","0.281","---","0.167","0.250","1.000","---","---","0.000","0.000","0.250","---","0.000","0.000","0.000","0.167","0.071","0.000","480","311","587","188","37","292","76","63","7","2","4","9","2","42","5","273","1","8","7","15","14"
"4544","1100115","playerB","武田 翔太","ソフトバンク","2021","---","0.000","---","0.000","0.500","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","6","5","7","1","3","5","1","1","0","0","0","0","0","1","0","4","0","1","1","0","0"
"4553","1200108","playerB","髙田 知季","ソフトバンク","2021","---","---","---","---","0.000","0.250","---","0.000","0.000","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","30","21","30","7","5","17","2","1","0","1","0","2","0","4","0","12","1","2","2","1","1"
"4557","1200106","playerB","東浜 巨","ソフトバンク","2021","0.000","---","---","0.000","---","---","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","3","3","13","7","2","4","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0"
