"id","playerid","role","name","team","year","s1","s2","s3","s4","s5","s6","s7","s8","s9","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","ballsum","ballnoswing","strikesum","strikenoswing","strikeeirswing","plateappearance","hit","single","twobase","threebase","homerun","walk","hitbypitch","strikeout","doubleplay","atbats","sacrificeflight","allbunt","okbunt","allstolenbase","stolenbase"
"3678","1600140","playerB","今井 順之助","日本ハム","2017","---","0.000","---","---","---","0.500","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","6","2","5","1","0","4","1","1","0","0","0","0","0","1","0","4","0","0","0","0","0"
"3681","1600134","playerB","石井 一成","日本ハム","2017","0.250","0.067","0.292","0.259","0.381","0.179","0.261","0.250","0.294","---","0.000","0.000","0.000","0.000","---","0.200","0.000","0.000","0.000","0.000","0.000","0.111","0.059","0.059","0.000","719","534","803","257","75","361","65","52","8","2","3","28","1","113","6","317","1","16","14","8","3"
"3687","1200088","playerB","森本 龍弥","日本ハム","2017","0.500","0.000","0.000","0.000","---","0.000","---","0.000","---","---","---","---","---","---","0.000","---","0.000","---","---","---","---","---","---","---","---","12","6","15","4","4","10","1","1","0","0","0","0","1","3","1","9","0","0","0","0","0"
"3688","1600136","playerB","森山 恵佑","日本ハム","2017","---","0.000","---","---","---","0.000","---","---","---","---","0.000","0.000","0.000","---","---","0.000","---","0.000","---","---","0.000","0.000","0.000","0.000","---","31","17","21","12","1","12","0","0","0","0","0","1","0","9","0","11","0","0","0","0","0"
"3689","1600138","playerB","郡 拓也","日本ハム","2017","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","0","2","2","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"3694","800004","playerB","村田 透","日本ハム","2017","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","1","3","3","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"3718","500027","playerB","金子 弌大","オリックス","2017","---","---","---","---","0.000","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","0.000","---","8","3","10","6","1","5","0","0","0","0","0","0","0","3","0","5","0","0","0","0","0"
"3753","1200100","playerB","伏見 寅威","オリックス","2017","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","1","2","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"3772","700087","playerB","角中 勝也","ロッテ","2017","0.167","0.281","0.526","0.118","0.268","0.321","0.500","0.302","0.283","0.000","0.286","0.200","0.143","---","---","0.500","---","0.000","---","0.000","0.000","0.000","0.188","0.167","0.333","1029","822","991","395","56","452","103","74","17","4","8","62","4","44","6","383","2","1","1","7","6"
"3783","600092","playerB","根元 俊一","ロッテ","2017","0.000","0.500","0.400","0.091","0.500","0.167","0.200","0.267","0.250","---","0.000","0.333","---","0.000","---","0.000","---","0.000","0.000","---","0.000","0.000","0.000","0.250","0.000","217","159","237","79","26","118","24","15","7","1","1","6","1","34","0","109","0","2","2","1","1"
"3790","900082","playerB","岡田 幸文","ロッテ","2017","0.000","0.000","---","0.000","0.000","0.000","0.000","0.000","0.000","---","0.000","0.000","0.000","---","---","---","---","---","---","---","---","0.000","0.000","0.000","---","63","46","66","26","0","40","0","0","0","0","0","5","0","2","0","33","0","2","2","0","0"
"3797","11584","playerB","井口 資仁","ロッテ","2017","0.500","0.133","0.000","0.278","0.308","0.000","0.429","0.300","0.000","---","0.250","0.000","1.000","---","0.500","---","0.500","0.000","0.000","0.000","0.000","0.250","0.000","0.333","0.000","310","239","272","88","35","144","30","21","7","0","2","19","0","27","4","123","2","0","0","0","0"
"3803","12095","playerB","今江 敏晃","楽天","2017","0.222","0.214","0.000","0.294","0.600","0.500","0.188","0.556","0.250","---","0.000","0.500","---","---","0.000","0.000","---","0.000","0.000","---","0.000","0.091","0.375","0.000","0.000","233","156","264","78","16","135","32","23","7","1","1","6","0","26","3","128","0","1","1","0","0"
"3818","1000016","playerB","清田 育宏","ロッテ","2017","0.188","0.238","0.143","0.094","0.368","0.261","0.200","0.333","0.143","---","---","0.200","0.000","---","0.000","---","0.000","0.000","0.000","---","0.125","0.235","0.200","0.286","0.000","501","386","548","180","50","263","47","35","8","1","3","24","3","61","8","231","0","6","5","3","3"
"3827","1100103","playerB","鈴木 大地","ロッテ","2017","0.094","0.313","0.250","0.161","0.364","0.341","0.231","0.318","0.308","---","0.000","0.143","0.286","---","---","0.000","---","0.000","0.000","0.200","0.000","0.000","0.235","0.200","0.222","1148","892","1162","449","57","588","132","89","27","5","11","55","18","85","7","508","4","4","3","11","6"
"3838","11302","playerB","福浦 和也","ロッテ","2017","0.000","0.273","0.444","0.000","0.444","0.273","0.000","0.545","0.214","---","0.000","0.000","0.000","---","---","0.000","---","---","---","0.000","0.000","0.500","0.167","0.125","0.000","315","231","300","93","15","155","30","23","7","0","0","18","1","25","4","134","2","0","0","0","0"
"3845","20218","playerB","金澤 岳","ロッテ","2017","0.000","---","0.000","0.000","---","0.000","---","0.000","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","12","8","18","2","3","7","0","0","0","0","0","0","0","1","0","7","0","0","0","0","0"
"3856","1000014","playerB","荻野 貴司","ロッテ","2017","0.308","0.419","0.400","0.333","0.147","0.310","0.326","0.160","0.231","---","0.000","0.000","0.000","---","0.000","---","0.250","---","0.143","0.000","0.222","0.174","0.278","0.167","0.000","672","490","770","283","18","394","94","66","22","1","5","25","2","44","6","356","1","10","10","29","26"
"3867","1000105","playerB","伊志嶺 翔大","ロッテ","2017","0.000","0.200","0.000","0.125","0.364","0.250","0.125","0.125","0.429","0.000","1.000","0.000","---","---","0.000","---","0.000","---","0.000","0.000","0.000","0.000","0.000","0.500","---","233","180","276","82","17","117","18","16","1","1","0","9","0","22","1","104","0","4","4","4","4"
"3874","600032","playerB","細谷 圭","ロッテ","2017","0.154","0.000","0.000","0.429","0.333","0.286","0.222","0.250","0.250","---","0.000","0.000","0.000","---","0.500","0.000","0.000","---","0.000","---","0.000","0.200","0.167","0.000","0.000","217","148","219","63","30","106","19","12","3","2","2","5","0","38","2","100","0","2","1","0","0"
"3889","800035","playerB","髙濱 卓也","ロッテ","2017","0.000","1.000","0.000","0.000","0.000","0.333","0.333","0.200","0.125","---","---","---","---","---","---","---","0.000","---","---","---","---","---","0.000","0.000","0.000","76","58","78","22","3","38","6","4","2","0","0","3","0","6","4","35","0","0","0","0","0"
"3902","800060","playerB","唐川 侑己","ロッテ","2017","---","---","---","0.000","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","4","3","5","5","0","2","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0"
"3917","1200096","playerB","田村 龍弘","ロッテ","2017","0.286","0.292","0.118","0.242","0.450","0.278","0.182","0.364","0.400","---","0.125","0.000","0.000","0.000","0.000","---","0.000","0.500","0.000","0.000","0.000","0.063","0.130","0.000","0.500","624","484","771","279","52","359","77","59","12","3","3","26","1","68","7","311","4","19","17","6","4"
"3929","1000127","playerB","江村 直也","ロッテ","2017","---","---","0.000","1.000","---","---","---","---","---","---","0.000","---","0.000","---","---","---","0.000","---","---","---","---","0.000","---","---","---","15","10","12","3","3","6","1","1","0","0","0","0","0","1","1","6","0","0","0","0","0"
"3941","1400016","playerB","デスパイネ","ソフトバンク","2017","0.464","0.367","0.276","0.294","0.366","0.308","0.265","0.341","0.167","---","0.545","0.100","0.125","0.000","0.000","0.000","0.000","0.000","0.182","---","0.000","0.042","0.121","0.000","0.000","1239","927","954","376","80","545","125","75","15","0","35","59","5","119","14","478","3","0","0","4","3"
"3952","1300051","playerB","吉田 裕太","ロッテ","2017","0.083","0.500","0.429","0.308","0.200","0.333","0.000","0.400","0.200","---","0.000","0.000","0.000","---","0.000","0.000","0.000","---","0.000","---","0.000","0.000","0.000","0.000","0.000","201","125","224","70","18","107","16","6","7","0","3","7","0","30","4","94","0","8","6","0","0"
"3959","1300054","playerB","井上 晴哉","ロッテ","2017","0.286","0.273","0.375","0.417","0.182","0.222","0.143","0.111","0.143","---","---","---","0.000","---","0.000","---","0.000","---","0.000","0.000","0.000","0.333","0.200","0.000","---","204","128","212","56","19","119","26","19","7","0","0","5","1","26","2","113","0","0","0","0","0"
"3968","1000041","playerB","大嶺 翔太","ロッテ","2017","0.200","0.357","0.333","0.111","0.200","0.857","0.154","0.269","0.091","---","0.000","0.250","0.400","---","---","0.000","0.000","0.333","0.000","1.000","0.000","0.118","0.167","0.000","0.000","449","293","460","119","66","240","44","28","9","2","5","14","1","56","1","214","2","12","9","1","1"
"3973","1300052","playerB","三木 亮","ロッテ","2017","0.100","0.308","0.222","0.261","0.533","0.111","0.483","0.294","0.167","0.000","0.333","0.250","0.333","---","0.333","0.000","0.000","0.000","0.000","0.500","0.000","0.182","0.000","0.000","---","388","240","462","175","27","229","50","39","9","0","2","8","3","55","1","207","2","12","9","1","0"
"3980","1300050","playerB","石川 歩","ロッテ","2017","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","8","7","7","5","0","3","0","0","0","0","0","1","0","1","0","1","0","1","1","0","0"
"3985","1400188","playerB","中村 奨吾","ロッテ","2017","0.333","0.316","0.182","0.414","0.560","0.167","0.333","0.429","0.200","0.000","0.143","0.000","0.000","---","0.333","1.000","0.143","0.000","0.154","0.000","0.100","0.267","0.000","0.143","0.000","643","420","645","256","29","312","77","53","13","2","9","20","6","63","5","280","1","5","5","12","11"
"3993","1300056","playerB","肘井 竜蔵","ロッテ","2017","---","0.000","---","0.000","0.000","1.000","0.000","1.000","0.000","---","0.000","0.000","---","0.000","---","---","---","1.000","0.000","---","---","---","0.500","0.500","0.000","35","18","45","9","8","21","5","4","1","0","0","0","0","12","0","21","0","1","0","0","0"
"3997","1300055","playerB","二木 康太","ロッテ","2017","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","3","2","8","5","0","3","0","0","0","0","0","0","0","2","0","2","0","1","1","0","0"
"4002","1500117","playerB","平沢 大河","ロッテ","2017","0.000","0.222","0.267","0.000","0.333","0.231","0.143","0.375","0.200","---","0.000","0.000","0.167","0.000","---","0.000","---","0.000","---","0.500","0.000","0.000","0.000","0.000","0.250","259","185","265","108","34","129","21","17","2","1","1","6","1","40","1","119","0","3","3","1","1"
"4007","1700013","playerB","サントス","ロッテ","2017","0.125","0.273","0.238","0.182","0.200","0.286","0.333","0.250","0.286","---","1.000","0.333","0.200","0.500","0.000","0.000","0.000","0.667","---","0.000","0.000","0.000","0.000","0.143","0.000","299","206","389","143","42","193","45","32","10","0","3","7","1","46","2","180","0","5","5","8","5"
"4008","1700001","playerB","パラデス","ロッテ","2017","0.333","0.308","0.242","0.250","0.333","0.188","0.308","0.364","0.316","---","0.000","0.143","0.000","---","---","0.250","0.000","0.000","0.000","0.000","0.200","0.111","0.045","0.063","0.000","627","372","509","122","77","289","59","40","9","0","10","16","3","97","5","269","1","0","0","1","1"
"4009","1600179","playerB","ダフィー","ロッテ","2017","0.250","0.375","0.222","0.261","0.333","0.000","0.263","0.333","0.300","---","0.000","0.000","0.250","---","0.000","---","0.000","1.000","0.000","0.000","0.000","0.167","0.111","0.000","1.000","387","255","333","116","59","183","33","18","8","1","6","14","4","61","2","164","1","0","0","0","0"
"4010","1500124","playerB","大木 貴将","ロッテ","2017","0.000","---","0.000","1.000","0.000","0.000","---","0.000","0.000","---","---","---","---","---","---","---","---","0.000","1.000","---","---","---","0.000","0.000","---","29","18","27","6","3","13","2","2","0","0","0","0","0","2","0","13","0","0","0","1","1"
"4014","900102","playerB","猪本 健太郎","ロッテ","2017","---","---","0.000","0.000","0.000","0.250","---","1.000","---","---","---","---","---","---","---","---","---","0.000","---","---","0.000","0.000","---","0.000","---","26","15","29","3","9","14","2","1","1","0","0","0","0","6","0","14","0","0","0","1","0"
"4015","1500125","playerB","柿沼 友哉","ロッテ","2017","0.000","0.000","---","---","---","0.000","0.000","0.000","---","---","0.000","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","14","9","13","2","4","9","0","0","0","0","0","0","0","2","1","8","0","1","1","0","0"
"4021","1100088","playerB","三家 和真","ロッテ","2017","0.000","---","---","---","---","0.000","---","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","0.000","---","---","0.000","8","3","12","5","1","5","0","0","0","0","0","0","0","1","0","5","0","0","0","0","0"
"4023","1600141","playerB","佐々木 千隼","ロッテ","2017","0.000","0.000","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","7","6","8","4","4","3","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0"
"4059","12100","playerB","細川 亨","楽天","2017","0.000","0.000","---","0.000","0.000","1.000","0.200","0.000","0.000","---","---","0.000","---","---","---","---","---","---","0.000","---","---","---","0.000","---","0.000","33","20","41","10","3","23","2","1","0","0","1","0","0","9","0","20","0","4","3","0","0"
"4081","700095","playerB","福田 秀平","ソフトバンク","2017","0.000","0.200","0.250","0.000","0.429","0.118","0.250","0.571","0.188","---","1.000","0.000","---","---","---","0.000","0.000","0.200","---","0.333","---","0.000","0.000","0.000","---","215","138","229","65","23","113","19","13","2","1","3","6","0","34","1","104","0","3","3","6","4"
"4099","1000155","playerB","美馬 学","楽天","2017","---","0.000","0.000","---","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","9","6","17","15","1","6","0","0","0","0","0","0","0","5","0","6","0","0","0","0","0"
"4132","1100112","playerB","川端 崇義","オリックス","2017","0.000","0.667","0.000","0.000","0.250","0.250","0.000","0.400","---","---","---","---","---","---","---","---","---","---","0.000","---","0.000","0.000","0.000","---","---","46","33","60","20","2","28","6","4","2","0","0","0","0","2","0","28","0","0","0","0","0"
"4145","600024","playerB","Ｔ－岡田","オリックス","2017","0.500","0.367","0.306","0.174","0.472","0.290","0.379","0.441","0.160","---","0.200","0.200","0.231","0.250","0.000","0.200","0.000","0.250","0.000","0.250","0.000","0.167","0.172","0.143","0.000","1398","1004","1075","433","110","593","134","84","19","0","31","83","5","141","10","504","1","0","0","3","2"
"4159","1000110","playerB","宮﨑 祐樹","オリックス","2017","0.000","0.333","0.375","0.348","0.412","0.417","0.333","0.600","0.091","---","0.000","0.000","0.000","---","---","0.000","---","---","0.000","---","0.000","0.000","0.000","---","---","236","179","304","94","22","146","37","26","7","2","2","6","1","32","0","137","1","2","1","0","0"
"4168","1100111","playerB","小島 脩平","オリックス","2017","0.600","0.125","0.267","0.000","0.316","0.200","0.375","0.400","0.263","---","0.250","0.143","0.000","0.000","0.000","0.250","0.000","0.000","---","0.000","---","0.000","0.000","0.143","0.000","301","198","332","90","14","182","35","26","5","2","2","7","0","21","4","164","2","12","9","3","3"
"4191","1100106","playerB","縞田 拓弥","オリックス","2017","0.000","---","---","---","0.500","---","0.000","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","22","16","29","9","1","9","1","1","0","0","0","2","0","1","1","7","0","0","0","0","0"
"4199","1100105","playerB","安達 了一","オリックス","2017","0.233","0.308","0.167","0.304","0.317","0.238","0.075","0.136","0.182","0.000","0.250","0.000","0.250","---","0.000","0.333","0.143","---","1.000","---","0.000","0.000","0.063","0.000","0.000","697","520","713","251","46","380","64","49","9","3","3","37","10","61","5","316","0","22","17","7","4"
"6","12049","playerB","阿部 慎之助","巨人","2017","0.211","0.276","0.163","0.143","0.410","0.323","0.174","0.357","0.391","---","0.000","0.286","0.143","0.000","0.000","0.000","---","0.200","0.000","0.111","0.000","0.250","0.120","0.063","0.500","1004","773","988","322","58","512","119","91","13","0","15","41","8","67","13","455","7","1","1","1","0"
"14","700003","playerB","坂本 勇人","巨人","2017","0.349","0.349","0.313","0.338","0.415","0.263","0.279","0.333","0.265","0.000","0.000","0.222","0.400","0.000","0.000","0.000","0.250","0.000","0.111","0.143","0.000","0.250","0.222","0.286","0.200","1274","974","1190","363","78","614","157","112","30","0","15","68","3","85","16","539","3","2","1","20","14"
"25","900397","playerB","長野 久義","巨人","2017","0.267","0.381","0.263","0.194","0.422","0.194","0.246","0.459","0.333","---","0.000","0.300","0.333","---","0.333","0.000","0.333","0.000","0.167","0.000","0.000","0.259","0.103","0.200","0.000","1087","782","982","366","88","516","121","82","20","3","16","46","5","98","17","463","1","1","1","6","6"
"36","20182","playerB","村田 修一","巨人","2017","0.276","0.278","0.250","0.275","0.393","0.276","0.353","0.250","0.429","---","0.000","0.000","0.000","---","---","0.000","0.000","0.000","0.091","0.000","0.222","0.167","0.200","0.333","0.000","849","626","842","254","69","424","100","67","19","0","14","34","6","63","15","381","2","1","1","0","0"
"45","20124","playerB","矢野 謙次","日本ハム","2017","0.200","0.000","0.000","0.286","0.333","0.000","0.286","0.000","1.000","0.000","---","1.000","0.000","---","---","---","1.000","---","0.000","---","0.000","0.000","0.000","---","0.000","92","66","95","26","13","49","9","7","2","0","0","5","0","13","1","44","0","0","0","0","0"
"52","800002","playerB","中井 大介","巨人","2017","0.267","0.333","0.167","0.242","0.500","0.261","0.217","0.120","0.333","0.000","1.000","0.250","0.000","---","0.000","0.000","0.000","---","0.250","0.000","0.250","0.111","0.143","0.000","---","452","317","501","162","39","254","57","39","12","1","5","19","1","44","5","229","1","4","4","3","2"
"71","900011","playerB","大田 泰示","日本ハム","2017","0.303","0.480","0.318","0.287","0.333","0.280","0.190","0.214","0.063","0.500","0.667","0.444","0.125","0.000","0.200","1.000","0.167","0.250","0.167","0.000","0.048","0.133","0.300","0.000","0.000","944","647","843","259","82","457","110","73","21","1","15","28","0","88","14","427","2","0","0","7","5"
"93","700010","playerB","寺内 崇幸","巨人","2017","0.000","0.000","0.000","0.000","0.800","0.667","0.000","---","0.000","---","0.000","---","---","---","0.000","0.000","---","---","0.000","---","---","0.000","0.000","0.000","---","63","40","63","15","7","34","6","1","3","1","1","3","1","8","0","25","0","7","5","1","1"
"103","500037","playerB","亀井 義行","巨人","2017","0.250","0.214","0.231","0.250","0.222","0.257","0.250","0.370","0.257","---","0.250","0.000","---","---","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.200","0.308","0.400","0.333","559","411","531","182","37","277","62","40","16","0","6","27","1","38","4","247","2","0","0","1","1"
"119","11726","playerB","實松 一成","巨人","2017","0.000","---","0.000","0.000","0.000","---","0.000","---","---","---","---","---","0.000","---","---","---","---","---","---","0.000","---","---","---","---","---","27","21","24","12","3","13","0","0","0","0","0","2","2","6","0","8","0","1","1","0","0"
"139","900400","playerB","市川 友也","日本ハム","2017","0.000","0.333","0.000","0.227","0.200","0.000","0.300","0.333","0.286","---","0.000","0.250","---","---","0.500","---","0.000","---","0.000","---","0.000","0.000","0.000","0.000","0.000","241","166","286","101","15","154","23","15","7","0","1","6","4","32","3","135","1","9","8","0","0"
"160","400010","playerB","内海 哲也","巨人","2017","---","---","---","1.000","0.000","0.000","---","---","0.000","---","---","0.000","0.000","---","---","0.000","---","---","---","---","---","---","0.000","---","---","31","21","40","23","2","18","1","1","0","0","0","0","0","9","0","16","0","3","2","0","0"
"169","1000084","playerB","宮國 椋丞","巨人","2017","0.000","---","---","0.250","---","---","0.000","0.000","---","---","---","---","---","---","---","---","0.000","---","0.000","---","---","---","0.000","---","---","22","14","29","16","3","15","1","1","0","0","0","0","0","5","0","14","0","1","1","0","0"
"182","400011","playerB","西村 健太朗","巨人","2017","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","0","2","2","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"201","1300003","playerB","ロペス","DeNA","2017","0.294","0.414","0.286","0.383","0.460","0.393","0.302","0.387","0.391","1.000","0.200","0.292","0.182","0.000","0.167","0.000","0.000","1.000","0.071","0.000","0.100","0.138","0.188","0.125","0.500","1199","740","982","220","60","606","171","99","42","0","30","27","2","80","14","569","8","0","0","0","0"
"211","600052","playerB","脇谷 亮太","巨人","2017","0.000","0.500","0.400","0.250","0.143","0.250","0.000","0.250","0.667","0.000","0.000","0.000","0.000","---","---","---","---","---","---","---","---","0.500","0.000","0.000","0.000","125","87","140","41","9","68","16","16","0","0","0","3","0","14","2","64","0","1","1","0","0"
"216","900014","playerB","橋本 到","巨人","2017","0.600","0.417","0.444","0.200","0.083","0.188","0.333","0.556","0.250","---","0.000","0.000","0.000","---","---","---","0.000","0.000","---","0.333","---","0.000","0.300","0.000","0.200","274","207","298","104","24","139","32","23","7","1","1","11","1","30","2","120","1","6","6","5","3"
"222","900093","playerB","立岡 宗一郎","巨人","2017","0.167","0.400","0.214","0.167","0.444","0.389","0.333","0.190","0.053","---","0.000","0.000","0.000","0.000","0.000","0.000","---","0.000","0.000","0.000","1.000","0.200","0.000","0.143","0.000","423","289","452","158","28","214","41","35","3","3","0","11","0","43","1","197","0","8","6","9","4"
"230","600046","playerB","井野 卓","ヤクルト","2017","---","---","0.000","---","1.000","0.333","0.000","---","0.000","---","---","---","---","---","---","---","0.000","---","---","---","---","0.000","---","---","---","17","11","28","8","2","13","2","2","0","0","0","0","0","2","0","12","0","1","1","0","0"
"236","1200042","playerB","大累 進","日本ハム","2017","---","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","2","1","4","1","0","2","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0"
"241","1200041","playerB","菅野 智之","巨人","2017","0.250","0.167","0.000","0.000","0.200","0.500","0.286","0.333","---","---","---","1.000","0.000","---","---","---","0.000","---","0.000","0.000","0.000","0.000","0.000","0.000","---","94","57","113","57","2","63","9","9","0","0","0","3","0","13","2","54","0","7","6","0","0"
"272","1300027","playerB","小林 誠司","巨人","2017","0.206","0.214","0.227","0.208","0.250","0.300","0.180","0.179","0.111","---","0.000","0.375","0.000","---","---","0.000","0.167","0.000","0.000","0.000","0.100","0.125","0.364","0.600","1.000","823","627","875","339","51","443","78","64","11","1","2","41","2","64","12","378","3","23","19","2","2"
"285","12179","playerB","大竹 寛","巨人","2017","0.000","0.000","---","0.000","0.000","0.000","0.000","---","0.000","---","---","---","---","---","---","---","---","---","0.000","---","0.000","---","---","0.000","---","43","29","61","32","5","26","0","0","0","0","0","1","0","13","0","19","0","6","6","0","0"
"293","11343","playerB","相川 亮二","巨人","2017","0.000","0.000","0.000","0.200","1.000","0.000","0.400","0.250","---","---","---","1.000","---","---","0.000","---","0.000","---","---","0.000","0.000","0.000","0.000","0.000","---","68","38","72","25","5","40","6","5","1","0","0","1","0","9","1","38","1","0","0","0","0"
"313","1400101","playerB","岡本 和真","巨人","2017","0.200","1.000","---","0.000","0.500","0.000","---","0.333","0.000","---","---","---","---","---","---","---","0.000","---","---","---","0.000","0.000","---","0.000","---","76","55","56","20","6","35","6","5","1","0","0","4","0","10","0","31","0","0","0","0","0"
"323","1200043","playerB","辻 東倫","巨人","2017","0.000","---","0.400","0.000","0.000","0.250","0.000","0.000","0.500","0.000","---","---","---","---","0.000","0.000","0.000","0.000","---","---","---","1.000","0.333","0.000","0.500","80","55","67","20","5","36","8","8","0","0","0","4","0","7","1","32","0","0","0","1","1"
"327","1500001","playerB","マイコラス","巨人","2017","0.000","0.167","0.000","0.200","0.250","0.000","0.100","0.000","0.000","---","0.000","---","0.000","---","0.600","---","0.000","---","0.000","---","0.000","0.000","0.000","0.000","0.000","115","56","133","64","22","67","7","4","2","0","1","0","0","37","0","64","0","7","3","0","0"
"330","1300029","playerB","田口 麗斗","巨人","2017","0.000","0.250","0.000","0.000","0.000","0.111","0.000","0.000","0.143","---","---","0.000","---","---","---","0.000","---","---","0.000","0.333","0.000","0.000","---","0.000","0.000","84","54","113","53","8","58","4","4","0","0","0","1","0","18","0","47","0","12","10","0","0"
"337","1400103","playerB","高木 勇人","巨人","2017","---","1.000","---","---","0.000","---","0.000","0.000","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","7","5","10","4","0","5","1","1","0","0","0","0","0","1","1","5","0","2","0","0","0"
"343","1500050","playerB","山本 泰寛","巨人","2017","0.400","0.286","0.500","0.111","0.400","0.200","0.000","0.250","0.000","---","0.000","---","---","---","---","---","0.500","---","0.000","---","---","0.200","0.000","0.000","---","164","119","207","61","21","83","12","9","2","0","1","9","1","18","1","66","0","7","7","1","1"
"350","900165","playerB","クルーズ","巨人","2017","0.300","0.000","0.000","0.300","0.200","1.000","0.111","0.000","---","---","0.000","0.000","---","---","0.000","0.000","0.333","0.000","0.000","---","0.000","0.000","0.000","---","---","125","66","110","27","8","70","11","8","3","0","0","0","0","7","2","69","1","0","0","0","0"
"356","1500047","playerB","重信 慎之介","巨人","2017","0.000","0.333","0.500","0.364","0.200","0.000","0.000","0.000","0.000","0.000","---","0.000","---","---","---","---","0.000","0.000","---","---","---","0.000","0.000","0.200","0.000","142","99","165","54","12","77","11","7","4","0","0","6","0","21","0","70","0","1","1","14","10"
"367","1300031","playerB","平良 拳太郎","DeNA","2017","---","1.000","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","5","4","13","5","2","4","1","1","0","0","0","0","0","2","0","4","0","1","0","0","0"
"374","1500052","playerB","中川 皓太","巨人","2017","---","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","1","3","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"376","1200136","playerB","マギー","巨人","2017","0.355","0.500","0.375","0.269","0.525","0.389","0.140","0.297","0.273","---","0.182","0.458","0.167","0.500","0.667","0.167","0.000","0.000","0.000","0.333","0.000","0.083","0.053","0.111","1.000","1146","891","1050","389","66","586","165","98","48","1","18","58","1","107","20","523","4","0","0","5","4"
"378","1500049","playerB","宇佐見 真吾","巨人","2017","0.000","0.000","0.000","0.000","0.750","0.333","0.333","0.667","1.000","---","---","0.500","1.000","0.000","---","0.000","---","1.000","---","---","---","0.333","0.250","0.000","0.000","104","67","81","31","8","45","14","10","0","0","4","3","2","14","0","40","0","1","0","0","0"
"384","1600059","playerB","吉川 尚輝","巨人","2017","1.000","0.000","---","---","0.000","0.000","0.000","0.500","---","---","1.000","---","---","---","---","---","---","---","---","---","0.000","---","0.000","0.000","---","24","15","21","6","1","12","3","3","0","0","0","0","0","2","0","11","0","1","1","1","1"
"395","600037","playerB","陽 岱鋼","巨人","2017","0.292","0.267","0.100","0.365","0.333","0.260","0.200","0.360","0.353","---","0.000","0.000","1.000","---","0.500","0.000","0.400","0.500","0.000","0.000","0.000","0.000","0.231","0.125","---","801","613","754","221","93","381","87","59","18","1","9","41","7","80","6","330","1","2","2","6","4"
"404","1100096","playerB","石川 慎吾","巨人","2017","0.375","0.286","0.273","0.185","0.313","0.200","0.250","0.360","0.438","---","0.000","0.000","0.000","---","0.000","0.000","0.000","0.000","0.000","---","0.000","0.133","0.286","0.143","0.000","465","336","464","151","29","251","57","37","12","3","5","13","2","51","8","236","0","1","0","2","2"
"415","600008","playerB","山口 俊","巨人","2017","0.500","---","---","0.000","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","11","9","14","10","0","6","1","1","0","0","0","1","0","3","0","5","0","0","0","0","0"
"423","700056","playerB","吉川 光夫","巨人","2017","---","---","0.333","---","---","---","---","0.000","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","0.000","0.000","---","13","8","21","13","2","9","1","1","0","0","0","0","0","4","0","8","0","1","1","0","0"
